instance_id,sample_id,house_id,split,semantic_label,has_mirror_plane,has_refined_depth,has_coarse_mask,has_precise_mask
1,ebebfb7a8c144b7c926b90a7a07b13e1_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,9f199750b00c4f5484a546d79e06a0f8_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,b98c9460586e4f138658181461df9f51_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,ce21aa1c088c431f937dcba171c9961d_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,fd8d4da92ec14b668ed3d2986616bd14_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,528675a615264bfa8bc83d51c643abd7_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,528675a615264bfa8bc83d51c643abd7_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,528675a615264bfa8bc83d51c643abd7_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,ba24e5a57ef34c6dbc0458ed4c1e701d_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,ba24e5a57ef34c6dbc0458ed4c1e701d_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
3,ba24e5a57ef34c6dbc0458ed4c1e701d_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
4,ba24e5a57ef34c6dbc0458ed4c1e701d_i1_1,uNb9QFRL6hY,train,almost-complete,1,0,0,1,1
1,5dd7b4cf99584011ac17b25d45c6197c_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,5dd7b4cf99584011ac17b25d45c6197c_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,5b62816d9cf94f17ae166291822ea9ab_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
4,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
5,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,complete,1,0,0,1,1
6,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,complete,1,0,0,1,1
7,412fc84487ec4099bac76a5c4fe801b9_i1_0,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,76ba70b55bde4313939a4a0cd78a49d3_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,76ba70b55bde4313939a4a0cd78a49d3_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,b1aedc485cfa4b47be0977925c3dc799_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,b1aedc485cfa4b47be0977925c3dc799_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,709c21ff4dfa467cbaa655e84acc7030_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,6ba3c5669ef04b178b0a5de90249257b_i2_5,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9f199750b00c4f5484a546d79e06a0f8_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,9f199750b00c4f5484a546d79e06a0f8_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,9f199750b00c4f5484a546d79e06a0f8_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,a38a8c6dced34d8bb18fb67165c099f2_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,930b1d9018914ff6858fac08e204de26_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,978d7a8eb0794936bd8fd092306e1dc5_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,c25139f638dc42e7ae07e7b74a183b99_i1_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
2,c25139f638dc42e7ae07e7b74a183b99_i1_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
1,b73ae36f994747e196380b1cb71cf407_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,b73ae36f994747e196380b1cb71cf407_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,b73ae36f994747e196380b1cb71cf407_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
4,b73ae36f994747e196380b1cb71cf407_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
5,b73ae36f994747e196380b1cb71cf407_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,978d7a8eb0794936bd8fd092306e1dc5_i0_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
2,978d7a8eb0794936bd8fd092306e1dc5_i0_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
3,978d7a8eb0794936bd8fd092306e1dc5_i0_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
1,1221600fdd514346977b36764198ab8c_i1_0,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,272d5682d2b940e2871c0edec0ead4fd_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,bccfe89cf0b24f4c9d2afee19c342117_i1_2,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
1,071ca188c1b7423c947607cc794e9f72_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,c1ebb8b34eb846ba9b5ce23b30b299a7_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,6adff04b1e974c72a81b54fa8f15e7a2_i1_4,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,a728d2eef41b449f82357899de802dd3_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,a728d2eef41b449f82357899de802dd3_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,a728d2eef41b449f82357899de802dd3_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
4,a728d2eef41b449f82357899de802dd3_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,fa0c95d44b374d31bbf76ad7c6433d7a_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,fa0c95d44b374d31bbf76ad7c6433d7a_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,fa0c95d44b374d31bbf76ad7c6433d7a_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9ec5ebcf3edc44e1ba6dd02e8423e5ed_i2_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9f199750b00c4f5484a546d79e06a0f8_i2_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,7564aa0ee00b4b37b00c9aaf4d1d7e2e_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,7564aa0ee00b4b37b00c9aaf4d1d7e2e_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,bccfe89cf0b24f4c9d2afee19c342117_i1_1,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
1,68df002b0bc84182b4141e8f9cd03fae_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,930b1d9018914ff6858fac08e204de26_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,75e2851e5734470a813afe0afdcebb62_i0_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,75e2851e5734470a813afe0afdcebb62_i0_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,e70a02c08bae475d8bbd4eb472177a0a_i1_4,uNb9QFRL6hY,train,almost-complete,1,0,0,1,1
2,e70a02c08bae475d8bbd4eb472177a0a_i1_4,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,2ed0e171a7c34f17a85363923a26ab98_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,2ed0e171a7c34f17a85363923a26ab98_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
3,2ed0e171a7c34f17a85363923a26ab98_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,0df9d16a7fdd41bf889539b47cb2571c_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,ebebfb7a8c144b7c926b90a7a07b13e1_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,23948dadfefc43de8ae073d4c87e3343_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,23948dadfefc43de8ae073d4c87e3343_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,ebebfb7a8c144b7c926b90a7a07b13e1_i2_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,316996002b55441584153125e653e683_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9ae0313ede6e4c14880dc0bdcdca3bb9_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,9ae0313ede6e4c14880dc0bdcdca3bb9_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9a7b9876b64d4576ae85f1612596b17e_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,5948424345f541b9a570b48f1cfcf622_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9a680b9704cc4996aaecba183bc6409a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,dcb326d4bb9b4a5f8d7e565ec32bce8e_i2_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,fd8d4da92ec14b668ed3d2986616bd14_i1_4,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,b74fe16da1314290afeb10ce7ceae1c6_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,b98c9460586e4f138658181461df9f51_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,07a43087f1e54e3f828851d8e457a283_i2_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,76ba70b55bde4313939a4a0cd78a49d3_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,dcb326d4bb9b4a5f8d7e565ec32bce8e_i0_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,33dd9892d10e474ead8f7ad38a8da562_i1_5,uNb9QFRL6hY,train,incomplete,0,0,0,1,1
2,33dd9892d10e474ead8f7ad38a8da562_i1_5,uNb9QFRL6hY,train,complete,0,0,0,1,1
1,9ec5ebcf3edc44e1ba6dd02e8423e5ed_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,b73ae36f994747e196380b1cb71cf407_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,b73ae36f994747e196380b1cb71cf407_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
3,b73ae36f994747e196380b1cb71cf407_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
4,b73ae36f994747e196380b1cb71cf407_i1_1,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,ab84a27288034713b2c24e41b31acc78_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,e8fcf8c5bd324655a25186117151ccbd_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,1b71dc07b1194e48bb3059088806a560_i1_2,uNb9QFRL6hY,train,complete,0,0,0,1,1
1,8b3817a237a54b89ac363dbea46b39c9_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,ba24e5a57ef34c6dbc0458ed4c1e701d_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,c25139f638dc42e7ae07e7b74a183b99_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,c6410f47ad754d6cbd890ba7dff8b449_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,c6410f47ad754d6cbd890ba7dff8b449_i1_2,uNb9QFRL6hY,train,almost-complete,1,0,0,1,1
3,c6410f47ad754d6cbd890ba7dff8b449_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,709c21ff4dfa467cbaa655e84acc7030_i2_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,07a43087f1e54e3f828851d8e457a283_i0_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,d16148886d7346d18b5d9a3dfa08ad8d_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,978d7a8eb0794936bd8fd092306e1dc5_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,fd8d4da92ec14b668ed3d2986616bd14_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,fd8d4da92ec14b668ed3d2986616bd14_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,dcb326d4bb9b4a5f8d7e565ec32bce8e_i1_2,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,5b62816d9cf94f17ae166291822ea9ab_i1_5,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,5b62816d9cf94f17ae166291822ea9ab_i1_5,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,bccfe89cf0b24f4c9d2afee19c342117_i0_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,cdca0a1a2fc343bb94bacdc3045b2d8d_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,f709f983299d4ce7a7d58fadcfa2ac3e_i1_2,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,ca08ebfb2da647f68db41630637e400b_i1_3,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,ca08ebfb2da647f68db41630637e400b_i1_3,uNb9QFRL6hY,train,almost-complete,1,0,0,1,1
1,07a43087f1e54e3f828851d8e457a283_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9f199750b00c4f5484a546d79e06a0f8_i0_5,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,6adff04b1e974c72a81b54fa8f15e7a2_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,9305645632014863b3c3593dfc63954a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
2,9305645632014863b3c3593dfc63954a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
3,9305645632014863b3c3593dfc63954a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
4,9305645632014863b3c3593dfc63954a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,c0a30ea3e4f54d77b8b013167b825342_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,bcce4f23c12744c782c0b49b24a0331a_i1_1,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,6ba3c5669ef04b178b0a5de90249257b_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,ef1b78622d094c6397fc30f30897a7f2_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
2,ef1b78622d094c6397fc30f30897a7f2_i1_3,uNb9QFRL6hY,train,complete,1,0,0,1,1
1,51f5331811554846b460824deaf69532_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,3c97da43516341758224453830954124_i1_5,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,63aeace8e29a49fcb2c7059963ad8dfd_i1_4,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,76ba70b55bde4313939a4a0cd78a49d3_i1_0,uNb9QFRL6hY,train,incomplete,1,0,0,1,1
1,693d2368f79340e28ccc74bc7e40d4d7_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,898036b2dad54b5eae257f8dae6b1d41_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,8e9c912f525744eeaea21083a20a1596_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,6a9fc849b1804b638303406e734b7505_i2_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,364f0e028d454ee88bbdc1d3f93a6c36_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,364f0e028d454ee88bbdc1d3f93a6c36_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,f0f91b744f2046aeaf3acaafaf080bde_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,96b00336432546328826b087b7f09ebf_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
2,7482b1a2655e4655ae4ab58749f43f65_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
3,7482b1a2655e4655ae4ab58749f43f65_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,bc29294428a647038f70e0ea31ea8972_i1_1,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,56e3401e0a2844549c2b8012d4b024f7_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,c3d8db2f8817403e88c7d96e96ebd9b6_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,c3d8db2f8817403e88c7d96e96ebd9b6_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i1_1,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,cfe01e0f074a4a2cb892c6052bce550f_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,cfe01e0f074a4a2cb892c6052bce550f_i1_0,UwV83HsGsw3,test,complete,1,0,0,1,1
3,cfe01e0f074a4a2cb892c6052bce550f_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
4,cfe01e0f074a4a2cb892c6052bce550f_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,ce49e056b4a948ed9c56ca0bad73fc20_i1_2,UwV83HsGsw3,test,almost-complete,1,0,0,1,1
1,a497aa9041fd41b3b5e6f3cab0849f98_i1_1,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,f0f91b744f2046aeaf3acaafaf080bde_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,f0f91b744f2046aeaf3acaafaf080bde_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,f0f91b744f2046aeaf3acaafaf080bde_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,6a9fc849b1804b638303406e734b7505_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,6155de25ed8343569cf42c09ada10c86_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,6a9fc849b1804b638303406e734b7505_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,56e3401e0a2844549c2b8012d4b024f7_i2_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,311b276660984eef82e76fa6e0bec28c_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,00af93c06521455ea528309996881b8d_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,00af93c06521455ea528309996881b8d_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,0f3178a769ef4363a0764dbbd78d05c4_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,2460d9e0bb2047e3b15b5eeeb58f68a8_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,2460d9e0bb2047e3b15b5eeeb58f68a8_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,2460d9e0bb2047e3b15b5eeeb58f68a8_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,56e3401e0a2844549c2b8012d4b024f7_i2_3,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,cfd92c05e31846e89144f7b2bb8e59a8_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,cfd92c05e31846e89144f7b2bb8e59a8_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,bc29294428a647038f70e0ea31ea8972_i2_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,b7608d95bc794c1cb4856b8ea64f6066_i1_5,UwV83HsGsw3,test,almost-complete,1,0,0,1,1
1,364f0e028d454ee88bbdc1d3f93a6c36_i1_2,UwV83HsGsw3,test,complete,1,0,0,1,1
1,6a9fc849b1804b638303406e734b7505_i1_1,UwV83HsGsw3,test,incomplete,0,0,0,1,1
2,6a9fc849b1804b638303406e734b7505_i1_1,UwV83HsGsw3,test,complete,0,0,0,1,1
1,b0b57815b1354671b22b8c05a3b0301c_i1_5,UwV83HsGsw3,test,almost-complete,1,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,7482b1a2655e4655ae4ab58749f43f65_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,6a9fc849b1804b638303406e734b7505_i1_2,UwV83HsGsw3,test,complete,0,0,0,1,1
2,6a9fc849b1804b638303406e734b7505_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i1_0,UwV83HsGsw3,test,incomplete,0,0,0,1,1
2,7482b1a2655e4655ae4ab58749f43f65_i1_0,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,cfd92c05e31846e89144f7b2bb8e59a8_i1_4,UwV83HsGsw3,test,complete,1,0,0,1,1
2,cfd92c05e31846e89144f7b2bb8e59a8_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,cfd92c05e31846e89144f7b2bb8e59a8_i1_4,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,d5c7ab2bd4cd4ea3accb8c23e709377f_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,d5c7ab2bd4cd4ea3accb8c23e709377f_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,e54609457e6c44eda3fcd503619356fd_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,e54609457e6c44eda3fcd503619356fd_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,e54609457e6c44eda3fcd503619356fd_i1_2,UwV83HsGsw3,test,complete,1,0,0,1,1
4,e54609457e6c44eda3fcd503619356fd_i1_2,UwV83HsGsw3,test,complete,1,0,0,1,1
1,6aa8f04799a444d9a266814154bd9cd7_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,a7ae0b7c2c574b4a843af1be0c808f77_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,a7ae0b7c2c574b4a843af1be0c808f77_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,a7ae0b7c2c574b4a843af1be0c808f77_i1_1,UwV83HsGsw3,test,incomplete,0,0,0,1,1
2,a7ae0b7c2c574b4a843af1be0c808f77_i1_1,UwV83HsGsw3,test,incomplete,0,0,0,1,1
3,a7ae0b7c2c574b4a843af1be0c808f77_i1_1,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,56e3401e0a2844549c2b8012d4b024f7_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,0f3178a769ef4363a0764dbbd78d05c4_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,d27654cc0684472395dec6f1bb7be83b_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,d27654cc0684472395dec6f1bb7be83b_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i1_5,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,1018c8753d68416e8f2d48a144282aeb_i1_0,UwV83HsGsw3,test,complete,1,0,0,1,1
2,1018c8753d68416e8f2d48a144282aeb_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,1018c8753d68416e8f2d48a144282aeb_i1_0,UwV83HsGsw3,test,complete,1,0,0,1,1
1,7482b1a2655e4655ae4ab58749f43f65_i0_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,7482b1a2655e4655ae4ab58749f43f65_i0_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,bca9a4ce9c82463c97dea098ccfae7a0_i1_2,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,a497aa9041fd41b3b5e6f3cab0849f98_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
2,a497aa9041fd41b3b5e6f3cab0849f98_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
3,a497aa9041fd41b3b5e6f3cab0849f98_i1_2,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,1d15a1bcb36749e9be9c667d6900f2b1_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,a7ae0b7c2c574b4a843af1be0c808f77_i1_0,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,821799f7953749ffa7983c943c4d1ce2_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,821799f7953749ffa7983c943c4d1ce2_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
3,821799f7953749ffa7983c943c4d1ce2_i1_3,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,2460d9e0bb2047e3b15b5eeeb58f68a8_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,2460d9e0bb2047e3b15b5eeeb58f68a8_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,703aeb59d12b4e85a4a59fda34c69c99_i1_4,UwV83HsGsw3,test,incomplete,0,0,0,1,1
1,898036b2dad54b5eae257f8dae6b1d41_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,898036b2dad54b5eae257f8dae6b1d41_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,8ef9a331a6884c0ebb6979b506a6a718_i1_4,UwV83HsGsw3,test,almost-complete,1,0,0,1,1
1,c3d8db2f8817403e88c7d96e96ebd9b6_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,c3d8db2f8817403e88c7d96e96ebd9b6_i1_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,2460d9e0bb2047e3b15b5eeeb58f68a8_i0_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
2,2460d9e0bb2047e3b15b5eeeb58f68a8_i0_5,UwV83HsGsw3,test,incomplete,1,0,0,1,1
1,89e86606acae450e99ab412da3e1defd_i1_0,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
2,89e86606acae450e99ab412da3e1defd_i1_0,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,9638fb3433444ff2b5c1a0ec5078c1c1_i1_0,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,7bd607a0d5974fd99ddc913595bb9883_i1_1,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
2,7bd607a0d5974fd99ddc913595bb9883_i1_1,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,844cdb7f525b4a0491283657748f8d9e_i1_2,5LpN3gDmAk7,train,complete,1,0,0,1,1
1,89e86606acae450e99ab412da3e1defd_i2_0,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,69da3742bce54199a1f2a49ecabf8618_i1_2,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,6a2ce6dc04294e55af92a617d00fc4aa_i1_1,5LpN3gDmAk7,train,almost-complete,1,0,0,1,1
1,3a57f8d8b7f245928a1b5529333ae474_i0_3,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,9d965dc650ea4edb84cbfe672d10befc_i1_3,5LpN3gDmAk7,train,incomplete,1,0,0,1,1
1,39a03200d75141b79e1f306fcca75c46_i1_1,5LpN3gDmAk7,train,complete,1,0,0,1,1
